1.000000000000000000e+00,2.290243177063585600e-01,9.887971328151733408e-01,8.265921633978090544e-02
1.000000000000000000e+00,9.410217420757751583e-01,8.111409184954107010e-01,6.324886649091896462e-01
1.000000000000000000e+00,4.732029987747168320e-01,4.342401256401405840e-01,2.144903382213473320e-01
1.000000000000000000e+00,3.408887061666331375e-01,3.203070025982172053e-01,3.862056729374768738e-01
1.000000000000000000e+00,3.691063036124344610e-01,8.298383847956111170e-01,8.704916791084169603e-01
1.000000000000000000e+00,6.550693368584310505e-01,6.796185491634879616e-01,5.571395702967207875e-02
1.000000000000000000e+00,9.640536843749462070e-01,9.404349046815394519e-01,2.611474764427830220e-01
1.000000000000000000e+00,2.369039921871318732e-02,2.138433770017152957e-01,3.445507074793863200e-02
1.000000000000000000e+00,8.898150530767232613e-01,4.090536078936092279e-01,4.909723019613726480e-01
1.000000000000000000e+00,8.380510783058958690e-01,6.966463421325564953e-01,4.854376091283844064e-01
1.000000000000000000e+00,6.061112492026368148e-01,2.627589250165306423e-01,3.285647397450736085e-01
1.000000000000000000e+00,8.250376445054891095e-01,1.701723176824206929e-01,9.132872426087139672e-01
1.000000000000000000e+00,8.854320375914881414e-02,1.682644339976634429e-01,7.488024634445367145e-02
1.000000000000000000e+00,4.941072790577704099e-01,4.447891195926512165e-01,6.813832895312004201e-01
1.000000000000000000e+00,9.522931124810100068e-01,3.229528357382883685e-01,1.482175817685186248e-01
1.000000000000000000e+00,6.390011848743814005e-01,2.878982004978453135e-01,3.081974610598904318e-01
1.000000000000000000e+00,6.363656118972550457e-01,3.650825747417002498e-01,8.436304977065094413e-01
1.000000000000000000e+00,3.812303696176292389e-01,3.109438423931609741e-02,2.081561362033916840e-01
1.000000000000000000e+00,4.980081363182647936e-01,9.561508894020891436e-01,8.758825207960866388e-01
1.000000000000000000e+00,4.468144836543581633e-01,5.588879218663165283e-01,8.402005038578179708e-01
1.000000000000000000e+00,2.713851088056895566e-02,7.753664160102106129e-01,7.386623024098502022e-01
1.000000000000000000e+00,4.150985467910105475e-01,9.027247355534838702e-01,8.824795519349176720e-01
1.000000000000000000e+00,9.429095243092914247e-01,9.226236430168551772e-01,2.942589122632512932e-01
1.000000000000000000e+00,1.156519345399364962e-01,4.643614232015609300e-01,5.584376829855484115e-01
1.000000000000000000e+00,5.887976896596122112e-01,2.750366176899062820e-01,3.942796226756870581e-01
1.000000000000000000e+00,8.822958358030796866e-01,2.908906990227252409e-01,5.498839263776601483e-01
1.000000000000000000e+00,1.805190826318884278e-01,2.950412901262712273e-01,5.001579529776375432e-01
1.000000000000000000e+00,6.851847655711647000e-01,8.609220141924178726e-02,8.287608545300295670e-02
1.000000000000000000e+00,8.084531681403759329e-01,8.307718538198460845e-02,7.117018480651314816e-01
1.000000000000000000e+00,9.257961888573144060e-01,8.501840372949122093e-01,9.724063729123657573e-01
1.000000000000000000e+00,4.415159602193737820e-01,8.599252770778968991e-01,4.955653917076350279e-01
1.000000000000000000e+00,5.610216921945447854e-01,5.517222742544461989e-01,1.451528721174001335e-01
1.000000000000000000e+00,3.589328727976638378e-01,1.103792934378103885e-01,7.300475152313525840e-01
1.000000000000000000e+00,4.276009571114438579e-01,2.975300409835014426e-01,7.380138343826196934e-01
1.000000000000000000e+00,1.816736714677358311e-01,5.726606611273963310e-01,8.853081160586065979e-01
1.000000000000000000e+00,6.437890405227942869e-01,4.087387196551328650e-01,7.934374417745400088e-01
1.000000000000000000e+00,9.984406916322716707e-01,9.170111304384592765e-01,9.092817772049945901e-01
1.000000000000000000e+00,8.093434093257886319e-01,4.693395717856069238e-01,5.458515819060363317e-01
1.000000000000000000e+00,2.476753010453425219e-01,2.475405828198246061e-01,3.381236607514843673e-01
1.000000000000000000e+00,7.491166029237968926e-01,4.328762370060256215e-01,4.241743562408262225e-01
